"Weather Records, Gothic, CO",,,,,,,,,,,
,,,"Temp.,","Temp.,",New ,Water,Total,Total,On ,,
201112,F,17,-23.5,1.5,0,0.00,472,,113,0.00,
201112,F,18,-23.0,-1.5,0,0.00,472,,110,0.00,
201112,F,19,-18.5,-3.0,2,0.06,474,,109,0.00,
201112,F,20,-17.0,-9.0,7,0.13,481,,110,0.00,
201112,F,21,-13.5,-3.5,2,0.07,483,,107,0.00,
201112,F,22,-6.0,1.5,1,0.02,484,,104,0.00,
201112,F,23,-14.0,-1.0,5,0.17,489,,107,0.00,
201112,F,24,-23.0,0.0,0,0.00,489,,105,0.00,
201112,F,25,-20.0,3.5,0,0.00,489,,104,0.00,
201112,F,26,-12.5,-4.0,0,0.00,489,,102,0.00,
201112,F,27,-21.0,3.0,0,0.00,489,,100,0.00,
201112,F,28,-9.0,-2.0,26,1.00,515,,124,0.00,
201112,F,29,-10.5,-1.0,9,0.30,524,,119,0.00,
201112,G,01,-14.5,-6.0,26,0.50,550,,132,0.00,
201112,G,02,-17.5,-9.0,6,0.20,556,,129,0.00,
201112,G,03,-16.0,-6.5,0,0.00,556,,126,0.00,
201112,G,04,-15.0,2.0,0,0.00,556,,121,0.00,
201112,G,05,-17.5,5.0,0,0.00,556,,118,0.00,
201112,G,06,-12.5,7.5,0,0.00,556,,115,0.00,
201112,G,07,-12.0,1.5,0,0.00,556,,114,0.00,
201112,G,08,-15.0,6.0,0,0.00,556,,112,0.00,
201112,G,09,-17.5,6.5,0,0.00,556,,110,0.00,
201112,G,10,-15.5,6.5,0,0.00,556,,108,0.00,
201112,G,11,-7.0,6.0,0,0.00,556,,106,0.00,
201112,G,12,-6.5,8.5,0,0.00,556,,103,0.00,
201112,G,13,-8.5,9.0,0,0.00,556,,101,0.00,
201112,G,14,-9.5,10.0,0,0.00,556,,99,0.00,
201112,G,15,-10.5,10.0,0,0.00,556,,96,0.00,
201112,G,16,-9.0,11.0,0,0.00,556,,93,0.00,
201112,G,17,-8.5,9.0,0,0.00,556,,90,0.00,
201112,G,18,-5.5,2.5,2,0.05,558,,90,0.00,
201112,G,19,-15.0,-2.5,4,0.11,562,,92,0.00,
201112,G,20,-12.5,-2.0,0,0.00,562,,92,0.00,
201112,G,21,-8.5,5.5,0,0.00,562,,90,0.00,
201112,G,22,-9.0,10.5,0,0.00,562,,88,0.00,
201112,G,23,-9.0,15.0,0,0.00,562,,85,0.00,
201112,G,24,-6.5,13.5,0,0.00,562,,82,0.00,
201112,G,25,-1.5,9.0,0,0.00,562,,80,0.00,
201112,G,26,0.5,9.0,0,0.00,562,,76,0.00,
201112,G,27,-4.0,10.0,0,0.00,562,,72,0.00,
201112,G,28,-7.0,12.0,0,0.00,562,,68,0.00,
201112,G,29,-5.5,10.5,0,0.00,562,,64,0.00,
201112,G,30,-4.0,11.5,0,0.00,562,,57,0.00,
201112,G,31,-4.5,15.0,0,0.00,562,,52,0.00,
201112,H,01,-3.0,14.5,0,0.00,562,,46,0.00,
201112,H,02,-6.0,5.0,0,0.00,562,,45,0.00,
201112,H,03,-4.5,6.5,3,0.06,565,,47,0.00,
201112,H,04,-5.5,10.5,0,0.00,565,,44,0.00,
201112,H,05,-6.5,11.5,0,0.00,565,,42,0.00,
201112,H,06,-4.5,7.0,0,0.00,565,,41,0.00,
201112,H,07,-12.0,7.5,0,0.00,565,,40,0.00,
201112,H,08,-10.0,11.0,0,0.00,565,,38,0.00,
201112,H,09,-6.5,13.5,0,0.00,565,,35,0.00,
201112,H,10,-6.5,15.5,0,0.00,565,,32,0.00,
201112,H,11,-2.5,13.0,0,0.00,565,,28,0.02,
201112,H,12,-3.0,3.5,1,0.03,566,,25,0.00,
201112,H,13,-4.0,3.0,5,0.13,571,,23,0.00,
201112,H,14,-4.0,4.0,1,0.03,572,,21,0.00,
201112,H,15,-6.5,0.5,22,0.57,594,,31,0.00,
201112,H,16,-8.0,3.5,6,0.13,600,,28,0.00,
201112,H,17,-11.5,8.5,0,0.00,600,,24,0.00,
201112,H,18,-7.5,10.5,0,0.00,600,,20,0.00,
201112,H,19,-3.0,5.5,9,0.29,609,,19,0.00,
201112,H,20,-1.5,9.5,5,0.14,614,,14,0.00,
201112,H,21,-3.0,15.0,0,0.00,614,,9,0.00,
201112,H,22,-3.5,16.5,0,0.00,614,,3,0.00,
201112,H,23,-2.5,18.5,0,0.00,614,,0,0.00,
201112,H,24,-1.0,17.0,0,0.00,614,,0,0.00,
201112,H,25,-0.5,16.0,0,0.00,614,,0,0.00,
201112,H,26,1.5,14.5,0,0.00,614,,0,0.00,
201112,H,27,-0.5,5.5,7,0.18,621,,0,0.10,
201112,H,28,-3.0,6.5,0,0.00,621,,0,0.00,
201112,H,29,-7.0,9.0,0,0.00,621,,0,0.00,
201112,H,30,-7.0,11.5,0,0.00,621,,0,0.00,
201112,I,01,-2.0,11.0,0,0.00,621,,0,0.00,
201112,I,02,-0.5,12.5,0,0.00,621,,0,0.00,
201112,I,03,-3.0,16.5,0,0.00,621,,0,0.00,
201112,I,04,-0.5,17.5,0,0.00,621,,0,0.00,
201112,I,05,-1.0,16.0,0,0.00,621,,0,0.00,
201112,I,06,-4.0,14.0,0,0.00,621,,0,0.00,
201112,I,07,-1.5,6.0,10,0.37,631,,4,0.00,
201112,I,08,-7.0,12.5,4,0.11,635,,0,0.00,
201112,I,09,-4.5,15.5,0,0.00,635,,0,0.00,
201112,I,10,-3.5,17.0,0,0.00,635,,0,0.00,
201112,I,11,-2.0,14.0,0,0.00,635,,0,0.00,
201112,I,12,-2.0,13.5,0,0.00,635,,0,0.11,
201112,I,13,-4.0,13.0,0,0.00,635,,0,0.00,
201112,I,14,-5.0,17.0,0,0.00,635,,0,0.00,
201112,I,15,-3.0,18.5,0,0.00,635,,0,0.00,
201112,I,16,-1.0,16.0,0,0.00,635,,0,0.01,
201112,I,17,-0.5,16.0,0,0.00,635,,0,0.01,
201112,I,18,0.0,15.5,0,0.00,635,,0,0.00,
201112,I,19,-0.5,10.0,7,0.19,642,,0,0.00,
201112,I,20,-4.0,15.5,0,0.00,642,,0,0.00,
201112,I,21,-2.0,20.0,0,0.00,642,,0,0.00,
201112,I,22,-0.5,19.5,0,0.00,642,,0,0.00,
201112,I,23,0.0,15.0,0,0.00,642,,0,0.00,
201112,I,24,-2.0,10.5,10,0.24,652,,0,0.07,
201112,I,25,-1.0,18.5,0,0.00,652,,0,0.00,
201112,I,26,-1.0,18.0,0,0.00,652,,0,0.00,
201112,I,27,-6.0,8.0,0,0.00,652,,0,0.00,
201112,I,28,-6.0,12.5,0,0.00,652,,0,0.00,
201112,I,29,-4.5,16.0,0,0.00,652,,0,0.00,
201112,I,30,-2.5,17.5,0,0.00,652,,0,0.00,
201112,I,31,-0.5,19.5,0,0.00,652,,0,0.00,
201112,J,01,2.0,20.5,0,0.00,652,,0,0.00,
201112,J,02,0.5,20.0,0,0.00,652,,0,0.03,
201112,J,03,1.0,22.0,0,0.00,652,,0,0.00,
201112,J,04,1.5,23.5,0,0.00,652,,0,0.00,
201112,J,05,1.0,21.5,0,0.00,652,,0,0.00,
201112,J,06,0.5,21.5,0,0.00,652,,0,0.00,
201112,J,07,-1.0,19.5,0,0.00,652,,0,0.00,
201112,J,08,-1.0,23.0,0,0.00,652,,0,0.00,
201112,J,09,2.5,21.0,0,0.00,652,,0,0.00,
201112,J,10,0.0,16.0,0,0.00,652,,0,0.00,
201112,J,11,-6.5,17.0,0,0.00,652,,0,0.00,
201112,J,12,-2.5,19.5,0,0.00,652,,0,0.00,
201112,J,13,-2.0,21.5,0,0.00,652,,0,0.00,
201112,J,14,-1.5,22.0,0,0.00,652,,0,0.00,
201112,J,15,-0.5,22.5,0,0.00,652,,0,0.00,
201112,J,16,0.5,21.0,0,0.00,652,,0,0.00,
201112,J,17,0.5,22.5,0,0.00,652,,0,0.00,
201112,J,18,1.5,24.0,0,0.00,652,,0,0.00,
201112,J,19,0.5,23.0,0,0.00,652,,0,0.00,
201112,J,20,1.0,20.5,0,0.00,652,,0,0.00,
201112,J,21,-1.0,24.0,0,0.00,652,,0,0.00,
201112,J,22,1.5,24.5,0,0.00,652,,0,0.00,
201112,J,23,4.5,26.0,0,0.00,652,,0,0.00,
201112,J,24,4.0,26.5,0,0.00,652,,0,0.00,
201112,J,25,4.0,26.5,0,0.00,652,,0,0.00,
201112,J,26,4.5,23.0,0,0.00,652,,0,0.00,
201112,J,27,9.0,21.5,0,0.00,652,,0,0.17,
201112,J,28,5.0,23.0,0,0.00,652,,0,0.09,0.07
201112,J,29,4.0,24.0,0,0.00,652,,0,0.40,
201112,J,30,2.5,25.0,0,0.00,652,,0,0.00,
201112,K,01,3.5,26.0,0,0.00,652,,0,0.00,
201112,K,02,5.0,26.5,0,0.00,652,,0,0.00,
201112,K,03,4.5,25.0,0,0.00,652,,0,0.05,
201112,K,04,4.0,23.0,0,0.00,652,,0,0.13,0.13
201112,K,05,6.5,23.0,0,0.00,652,,0,0.05,
201112,K,06,4.5,23.0,0,0.00,652,,0,0.12,0.12
201112,K,07,9.0,18.0,0,0.00,652,,0,0.72,0.11
201112,K,08,5.5,19.0,0,0.00,652,,0,0.04,0.04
201112,K,09,3.5,23.0,0,0.00,652,,0,0.05,
201112,K,10,3.5,24.0,0,0.00,652,,0,0.00,
201112,K,11,4.0,25.0,0,0.00,652,,0,0.01,
201112,K,12,3.0,25.5,0,0.00,652,,0,0.00,
201112,K,13,4.0,24.0,0,0.00,652,,0,0.00,0.07
201112,K,14,7.5,20.5,0,0.00,652,,0,0.07,
201112,K,15,4.0,19.5,0,0.00,652,,0,0.33,0.19
201112,K,16,5.0,20.5,0,0.00,652,,0,0.12,
201112,K,17,2.5,22.0,0,0.00,652,,0,0.00,
201112,K,18,3.0,23.0,0,0.00,652,,0,0.00,
201112,K,19,4.0,25.0,0,0.00,652,,0,0.00,
201112,K,20,6.0,26.5,0,0.00,652,,0,0.04,
201112,K,21,5.5,25.5,0,0.00,652,,0,0.00,0.01
201112,K,22,6.5,23.0,0,0.00,652,,0,0.13,0.04
201112,K,23,5.0,25.0,0,0.00,652,,0,0.00,
201112,K,24,4.5,23.5,0,0.00,652,,0,0.00,
201112,K,25,7.5,21.0,0,0.00,652,,0,0.00,
201112,K,26,3.5,24.0,0,0.00,652,,0,0.00,
201112,K,27,4.0,20.5,0,0.00,652,,0,0.16,0.16
201112,K,28,7.5,20.5,0,0.00,652,,0,0.39,
201112,K,29,7.5,21.5,0,0.00,652,,0,0.12,0.03
201112,K,30,5.5,22.5,0,0.00,652,,0,0.00,
201112,K,31,6.0,23.0,0,0.00,652,,0,0.00,
201112,L,01,5.5,21.5,0,0.00,652,,0,0.04,0.04
201112,L,02,4.5,20.5,0,0.00,652,,0,0.65,0.37
201112,L,03,2.0,21.5,0,0.00,652,,0,0.00,
201112,L,04,2.0,23.0,0,0.00,652,,0,0.00,
201112,L,05,2.5,22.5,0,0.00,652,,0,0.00,
201112,L,06,3.0,22.5,0,0.00,652,,0,0.26,0.26
201112,L,07,5.0,23.0,0,0.00,652,,0,0.24,
201112,L,08,4.5,24.5,0,0.00,652,,0,0.00,
201112,L,09,5.0,23.5,0,0.00,652,,0,0.00,
201112,L,10,3.0,22.5,0,0.00,652,,0,0.01,
201112,L,11,6.0,21.5,0,0.00,652,,0,0.13,0.09
201112,L,12,2.5,24.0,0,0.00,652,,0,0.00,
201112,L,13,4.5,16.0,0,0.00,652,,0,0.12,0.12
201112,L,14,2.0,19.0,0,0.00,652,,0,0.02,0.02
201112,L,15,1.5,22.0,0,0.00,652,,0,0.00,
201112,L,16,2.5,22.0,0,0.00,652,,0,0.00,
201112,L,17,3.0,23.0,0,0.00,652,,0,0.00,
201112,L,18,2.5,22.5,0,0.00,652,,0,0.00,
201112,L,19,-0.5,23.0,0,0.00,652,,0,0.00,
201112,L,20,4.0,15.0,0,0.00,652,,0,0.19,0.19
201112,L,21,1.0,22.5,0,0.00,652,,0,0.00,
201112,L,22,4.0,17.5,0,0.00,652,,0,0.00,
201112,L,23,7.5,18.0,0,0.00,652,,0,0.42,0.3
201112,L,24,5.5,19.0,0,0.00,652,,0,0.16,0.01
201112,L,25,2.5,21.0,0,0.00,652,,0,0.06,
201112,L,26,2.0,23.5,0,0.00,652,,0,0.00,
201112,L,27,4.5,23.0,0,0.00,652,,0,0.00,
201112,L,28,4.5,22.5,0,0.00,652,,0,0.00,
201112,L,29,4.0,24.0,0,0.00,652,,0,0.03,0.03
201112,L,30,6.0,24.0,0,0.00,652,,0,0.00,
201112,L,31,3.5,21.0,0,0.00,652,,0,0.01,
201213,A,01,2.5,19.5,0,0.00,0,,0,0.13,0.13
201213,A,02,3.0,20.0,0,0.00,0,,0,0.07,
201213,A,03,3.5,20.0,0,0.00,0,,0,0.00,
201213,A,04,0.5,20.5,0,0.00,0,,0,0.00,
201213,A,05,0.0,20.5,0,0.00,0,,0,0.00,
201213,A,06,-1.0,21.0,0,0.00,0,,0,0.00,
201213,A,07,3.0,17.0,0,0.00,0,,0,0.15,
201213,A,08,-1.0,20.0,0,0.00,0,,0,0.00,
201213,A,09,1.0,21.0,0,0.00,0,,0,0.00,
201213,A,10,2.0,20.0,0,0.00,0,,0,0.00,
201213,A,11,5.0,15.0,0,0.00,0,,0,0.17,0.17
201213,A,12,6.0,15.0,0,0.00,0,,0,0.69,
201213,A,13,-2.5,18.0,0,0.00,0,,0,0.00,
201213,A,14,-2.0,19.0,0,0.00,0,,0,0.00,
201213,A,15,-2.5,20.0,0,0.00,0,,0,0.00,
201213,A,16,-2.5,19.5,0,0.00,0,,0,0.00,
201213,A,17,-1.5,10.5,0,0.00,0,,0,0.13,
201213,A,18,-3.5,18.0,0,0.00,0,,0,0.00,
201213,A,19,-2.0,18.5,0,0.00,0,,0,0.00,
201213,A,20,-2.5,19.0,0,0.00,0,,0,0.00,
201213,A,21,-2.0,20.5,0,0.00,0,,0,0.00,
201213,A,22,-1.5,19.5,0,0.00,0,,0,0.00,
201213,A,23,-0.5,16.5,0,0.00,0,,0,0.00,
201213,A,24,4.0,10.5,0,0.00,0,,0,0.28,
201213,A,25,2.0,10.5,0,0.00,0,,0,0.61,
201213,A,26,0.5,9.0,0,0.00,0,,0,0.19,
201213,A,27,0.5,10.5,1,0.03,0,,0,0.18,
201213,A,28,-2.5,16.5,0,0.00,1,,0,0.00,
201213,A,29,-1.5,16.5,0,0.00,1,,0,0.00,
201213,A,30,-0.5,15.5,0,0.00,1,,0,0.00,
201213,B,01,-2.0,16.5,0,0.00,1,,0,0.00,
201213,B,02,-2.5,18.0,0,0.00,1,,0,0.00,
201213,B,03,-1.5,15.5,0,0.00,1,,0,0.00,
201213,B,04,1.0,13.5,0,0.00,1,,0,0.00,
201213,B,05,1.5,11.0,0,0.00,1,,0,0.14,
201213,B,06,0.5,8.0,0,0.00,1,,0,0.00,
201213,B,07,-4.0,9.0,0,0.00,1,,0,0.00,
201213,B,08,-8.0,10.5,0,0.00,1,,0,0.00,
201213,B,09,-1.0,13.5,0,0.00,1,,0,0.00,
201213,B,10,-4.0,13.5,0,0.00,1,,0,0.00,
201213,B,11,-3.0,16.0,0,0.00,1,,0,0.00,
201213,B,12,-0.5,7.0,0,0.00,1,,0,0.10,
201213,B,13,-1.5,4.0,7,0.15,8,,0,0.00,
201213,B,14,-2.5,11.0,0,0.00,8,,0,0.00,
201213,B,15,-6.0,13.0,0,0.00,8,,0,0.00,
201213,B,16,-1.5,13.0,0,0.00,8,,0,0.00,
201213,B,17,-1.0,6.5,0,0.00,8,,0,0.05,
201213,B,18,0.0,10.0,0,0.00,8,,0,0.00,
201213,B,19,-6.5,15.5,0,0.00,8,,0,0.00,
201213,B,20,-5.0,15.0,0,0.00,8,,0,0.00,
201213,B,21,-3.0,13.5,0,0.00,8,,0,0.00,
201213,B,22,-1.5,12.5,0,0.00,8,,0,0.00,
201213,B,23,4.0,11.5,0,0.00,8,,0,0.00,
201213,B,24,-4.5,6.5,1,0.02,9,,0,0.00,
201213,B,25,-6.5,-2.0,14,0.29,23,,9,0.00,
201213,B,26,-17.0,0.0,2,0.06,25,,5,0.00,
201213,B,27,-8.0,2.5,0,0.00,25,,4,0.00,
201213,B,28,-5.5,8.0,0,0.00,25,,1,0.00,
201213,B,29,-5.5,10.5,0,0.00,25,,0,0.00,
201213,B,30,-6.0,12.0,0,0.00,25,,0,0.00,
201213,B,31,-6.0,14.0,0,0.00,25,,0,0.00,
201213,C,01,-6.0,11.0,0,0.00,25,,0,0.00,
201213,C,02,-5.0,8.0,0,0.00,25,,0,0.00,
201213,C,03,-8.5,9.5,0,0.00,25,,0,0.00,
201213,C,04,-7.5,9.5,0,0.00,25,,0,0.00,
201213,C,05,-4.5,11.0,0,0.00,25,,0,0.00,
201213,C,06,-6.0,12.5,0,0.00,25,,0,0.00,
201213,C,07,-7.0,12.0,0,0.00,25,,0,0.00,
201213,C,08,-7.0,12.0,0,0.00,25,,0,0.00,
201213,C,09,-1.5,6.0,5,0.13,30,,0,0.00,
201213,C,10,-10.0,-0.5,19,0.43,49,,12,0.00,
201213,C,11,-15.5,-8.0,13,0.32,62,,20,0.00,
201213,C,12,-23.5,-2.0,1,0.02,63,,16,0.00,
201213,C,13,-12.0,3.0,0,0.00,63,,13,0.00,
201213,C,14,-14.5,3.5,0,0.00,63,,13,0.00,
201213,C,15,-13.0,6.5,0,0.00,63,,13,0.00,
201213,C,16,-12.5,6.0,0,0.00,63,,12,0.00,
201213,C,17,-1.5,8.5,3,0.06,66,,10,0.00,
201213,C,18,-2.5,3.5,8,0.18,74,,13,0.00,
201213,C,19,-5.0,5.0,1,0.02,75,,12,0.00,
201213,C,20,-12.0,11.5,0,0.00,75,,12,0.00,
201213,C,21,-11.0,9.0,0,0.00,75,,12,0.00,
201213,C,22,-9.0,5.5,0,0.00,75,,12,0.00,
201213,C,23,-12.5,8.0,0,0.00,75,,11,0.00,
201213,C,24,-12.5,9.0,0,0.00,75,,11,0.00,
201213,C,25,-11.5,6.0,0,0.00,75,,11,0.00,
201213,C,26,-11.5,6.0,0,0.00,75,,11,0.00,
201213,C,27,-15.0,6.5,0,0.00,75,,11,0.00,
201213,C,28,-13.5,5.5,0,0.00,75,,11,0.00,
201213,C,29,-7.5,6.5,0,0.00,75,,11,0.00,
201213,C,30,-9.0,7.5,0,0.00,75,,10,0.00,
201213,D,01,0.0,7.5,0,0.00,75,,10,0.00,
201213,D,02,-10.0,9.0,0,0.00,75,,10,0.00,
201213,D,03,-10.5,4.5,4,0.12,79,,11,0.00,
201213,D,04,-14.5,6.5,0,0.00,79,,11,0.00,
201213,D,05,-8.5,8.5,0,0.00,79,,10,0.00,
201213,D,06,-3.5,5.5,4,0.12,83,,12,0.00,
201213,D,07,-3.0,1.5,0,0.00,83,,11,0.00,
201213,D,08,-4.5,-1.5,4,0.11,87,,13,0.00,
201213,D,09,-23.5,-7.0,20,0.57,107,,28,0.00,
201213,D,10,-21.0,-9.5,4,0.10,111,,28,0.00,
201213,D,11,-17.0,-5.0,4,0.11,115,,28,0.00,
201213,D,12,-19.5,0.0,0,0.00,115,,27,0.00,
201213,D,13,-13.5,3.0,0,0.00,115,,26,0.00,
201213,D,14,-14.5,1.0,4,0.10,119,,28,0.00,
201213,D,15,-11.5,-1.5,22,0.43,141,,43,0.00,
201213,D,16,-11.0,-5.0,14,0.29,155,,47,0.00,
201213,D,17,-10.5,-4.5,9,0.22,164,,48,0.00,
201213,D,18,-6.5,-4.0,18,0.35,182,,53,0.00,
201213,D,19,-23.0,-6.0,23,0.60,205,,63,0.00,
201213,D,20,-29.0,-4.5,0,0.00,205,,57,0.00,
201213,D,21,-21.5,2.5,0,0.00,205,,56,0.00,
201213,D,22,-20.0,3.0,0,0.00,205,,53,0.00,
201213,D,23,-17.0,-0.5,4,0.07,209,,55,0.00,
201213,D,24,-11.0,-4.0,16,0.38,225,,67,0.00,
201213,D,25,-21.5,-4.0,3,0.07,228,,63,0.00,
201213,D,26,-21.5,-5.0,13,0.25,241,,69,0.00,
201213,D,27,-17.5,-3.5,15,0.44,256,,74,0.00,
201213,D,28,-18.0,-9.0,1,0.03,257,,69,0.00,
201213,D,29,-27.5,-1.0,0,0.00,257,,66,0.00,
201213,D,30,-19.5,-2.5,1,0.03,258,,64,0.00,
201213,D,31,-22.0,-1.5,2,0.08,260,,63,0.00,
201213,E,01,-25.0,-9.0,0,0.00,260,,61,0.00,
201213,E,02,-26.0,-8.0,1,0.02,261,,61,0.00,
201213,E,03,-28.0,-4.5,0,0.00,261,,60,0.00,
201213,E,04,-22.5,3.0,0,0.00,261,,59,0.00,
201213,E,05,-23.0,-1.0,0,0.00,261,,58,0.00,
201213,E,06,-21.0,4.5,0,0.00,261,,57,0.00,
201213,E,07,-18.0,5.5,0,0.00,261,,57,0.00,
201213,E,08,-18.5,0.5,0,0.00,261,,57,0.00,
201213,E,09,-18.0,7.0,0,0.00,261,,57,0.00,
201213,E,10,-16.5,3.5,0,0.00,261,,56,0.00,
201213,E,11,-17.5,-6.0,9,0.23,270,,62,0.00,
201213,E,12,-29.5,-10.5,3,0.06,273,,62,0.00,
201213,E,13,-25.0,-14.5,3,0.07,276,,63,0.00,
201213,E,14,-26.5,-10.5,1,0.02,277,,63,0.00,
201213,E,15,-30.5,-10.5,0,0.00,277,,62,0.00,
201213,E,16,-22.0,-0.5,0,0.00,277,,62,0.00,
201213,E,17,-19.5,4.5,0,0.00,277,,62,0.00,
201213,E,18,-21.0,0.5,0,0.00,277,,62,0.00,
201213,E,19,-19.5,3.5,0,0.00,277,,61,0.00,
201213,E,20,-20.5,0.0,0,0.00,277,,61,0.00,
201213,E,21,-18.5,0.0,0,0.00,277,,60,0.00,
201213,E,22,-19.0,5.5,0,0.00,277,,60,0.00,
201213,E,23,-19.0,7.0,0,0.00,277,,60,0.00,
201213,E,24,-13.0,5.0,1,0.02,278,,60,0.00,
201213,E,25,-3.0,4.5,2,0.06,280,,60,0.00,
201213,E,26,-5.0,4.0,5,0.18,285,,65,0.00,
201213,E,27,-8.5,4.5,34,1.00,319,,97,0.00,
201213,E,28,-9.0,-0.5,18,0.53,337,,104,0.00,
201213,E,29,-16.0,-9.0,4,0.10,341,,100,0.00,
201213,E,30,-16.0,-7.0,4,0.09,345,,99,0.00,
201213,E,31,-11.0,-0.5,4,0.11,349,,97,0.00,
201213,F,01,-10.5,0.0,3,0.06,352,,94,0.00,
201213,F,02,-19.5,4.0,0,0.00,352,,91,0.00,
201213,F,03,-16.5,2.5,0,0.00,352,,89,0.00,
201213,F,04,-20.0,-3.5,0,0.00,352,,89,0.00,
201213,F,05,-18.5,7.5,0,0.00,352,,88,0.00,
201213,F,06,-14.0,4.5,1,0.02,353,,88,0.00,
201213,F,07,-20.5,4.0,2,0.04,355,,88,0.00,
201213,F,08,-19.0,2.5,0,0.00,355,,87,0.00,
201213,F,09,-8.5,-1.0,5,0.12,360,,88,0.00,
201213,F,10,-20.0,-1.5,1,0.02,361,,86,0.00,
201213,F,11,-22.0,-4.5,4,0.11,365,,87,0.00,
201213,F,12,-25.5,-3.0,0,0.00,365,,86,0.00,
201213,F,13,-18.5,-2.5,0,0.00,365,,86,0.00,
201213,F,14,-16.0,-2.5,1,0.03,366,,86,0.00,
201213,F,15,-10.0,-5.0,3,0.08,369,,86,0.00,
201213,F,16,-17.0,3.5,0,0.00,369,,85,0.00,
201213,F,17,-18.0,4.5,0,0.00,369,,85,0.00,
201213,F,18,-19.0,-3.5,4,0.13,373,,87,0.00,
201213,F,19,-24.0,4.0,0,0.00,373,,85,0.00,
201213,F,20,-16.5,4.0,5,0.10,378,,89,0.00,
201213,F,21,-18.0,-1.0,6,0.23,384,,91,0.00,
201213,F,22,-20.5,-1.0,1,0.02,385,,91,0.00,
201213,F,23,-23.5,-3.0,12,0.22,397,,101,0.00,
201213,F,24,-18.5,-4.5,6,0.14,403,,101,0.00,
201213,F,25,-24.0,-0.5,0,0.00,403,,98,0.00,
201213,F,26,-18.5,-5.0,3,0.07,406,,98,0.00,
201213,F,27,-25.0,-1.5,0,0.00,406,,95,0.00,
201213,F,28,-24.0,-2.5,0,0.00,406,,94,0.00,
201213,G,01,-8.0,0,0,0.00,406,,93,0.00,
201213,G,02,-15.5,6,0,0.00,406,,91,0.00,
201213,G,03,-9.0,3.5,0,0.00,406,,90,0.00,
201213,G,04,-21.5,0,45,1.15,451,,122,0.00,
201213,G,05,-25.5,0.5,0,0.00,451,,118,0.00,
201213,G,06,-16.0,6.5,0,0.00,451,,113,0.00,
201213,G,07,-12.5,7.5,0,0.00,451,,109,0.00,
201213,G,08,-11.0,4,1,0.03,452,,106,0.00,
201213,G,09,-10.0,-3,8,0.24,460,,109,0.00,
201213,G,10,-11.5,1,1,0.03,461,,107,0.00,
201213,G,11,-14.5,2,0,0.00,461,,105,0.00,
201213,G,12,-6.5,4,1,0.03,462,,103,0.00,
201213,G,13,-10.5,6.5,0,0.00,462,,101,0.00,
201213,G,14,-9.0,10,0,0.00,462,,96,0.00,
201213,G,15,-8.0,9.5,0,0.00,462,,91,0.00,
201213,G,16,-5.0,3.5,10,0.26,472,,93,0.00,
201213,G,17,-7.0,0.5,23,0.62,495,,109,0.00,
201213,G,18,-7.5,-2,3,0.07,498,,104,0.00,
201213,G,19,-15.5,2,0,0.00,498,,102,0.00,
201213,G,20,-17.5,4,2,0.04,500,,102,0.00,
201213,G,21,-14.5,0,32,0.73,532,,124,0.00,
201213,G,22,-18.5,0,0,0.00,532,,119,0.00,
201213,G,23,-16.5,-2.5,4,0.11,536,,118,0.00,
201213,G,24,-25.0,-9.5,1,0.02,537,,116,0.00,
201213,G,25,-18.0,-1.5,0,0.00,537,,115,0.00,
201213,G,26,-18.5,5.0,1,0.04,538,,111,0.00,
201213,G,27,-6.5,8.0,0,0.00,538,,107,0.00,
201213,G,28,-9.0,8.5,0,0.00,538,,102,0.00,
201213,G,29,-5.0,8.0,1,0.03,539,,98,0.00,
201213,G,30,-5.0,8.5,0,0.00,539,,95,0.00,
201213,G,31,-9.5,9.5,0,0.00,539,,89,0.00,
201213,H,01,-6.5,8.0,6,0.13,545,,86,0.00,
201213,H,02,-7.0,8.0,0,0.00,545,,84,0.00,
201213,H,03,-8.5,7.0,6,0.16,551,,82,0.00,
201213,H,04,-9.0,9.5,0,0.00,551,,77,0.00,
201213,H,05,-4.0,10.0,2,0.04,553,,75,0.00,
201213,H,06,-7.0,8.0,5,0.19,558,,75,0.00,
201213,H,07,-5.0,5.0,12,0.28,570,,74,0.00,
201213,H,08,-3.5,7.5,0,0.00,570,,71,0.00,
201213,H,09,-3.0,0.5,21,0.65,591,,91,0.00,
201213,H,10,-15.5,-0.5,11,0.39,602,,88,0.00,
201213,H,11,-9.0,3.0,4,0.09,606,,85,0.00,
201213,H,12,-8.0,7.0,3,0.06,609,,81,0.00,
201213,H,13,-10.5,7.0,0,0.00,609,,78,0.00,
201213,H,14,-5.0,0.5,26,0.93,635,,97,0.00,
201213,H,15,-6.0,4.0,24,0.70,659,,104,0.00,
201213,H,16,-7.0,8.5,0,0.00,659,,94,0.00,
201213,H,17,-5.5,-0.5,9,0.22,668,,95,0.00,
201213,H,18,-14.0,-6.5,0,0.00,668,,93,0.00,
201213,H,19,-17.0,4.0,0,0.00,668,,90,0.00,
201213,H,20,-5.5,5.5,5,0.11,673,,86,0.00,
201213,H,21,-8.5,5.5,8,0.18,681,,83,0.00,
201213,H,22,-2.0,6.5,16,0.31,697,,85,0.00,
201213,H,23,-7.0,-2.0,5,0.13,702,,84,0.00,
201213,H,24,-15.0,4.0,0,0.00,702,,83,0.00,
201213,H,25,-10.0,9.5,0,0.00,702,,80,0.00,
201213,H,26,-7.0,10.0,0,0.00,702,,74,0.00,
